"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	1	0.526621895433	(1761, 24767)
"BoW phase community"	1	0.53555768901	(1761, 24759)
"BoW phase parties_knowledge politics_knowledge target"	1	0.526621895433	(1761, 24761)
"BoW community parties_knowledge politics_knowledge target"	1	0.535930341301	(1761, 24765)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	1	0.288538043338	(1761, 874)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	1	0.311675270192	(1761, 878)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	1	0.288538043338	(1761, 880)
"hashtag numhashtag mention nummention punctuation_marks phase community"	1	0.311675270192	(1761, 872)
"hashtag numhashtag mention nummention punctuation_marks phase parties_knowledge politics_knowledge target"	1	0.288538043338	(1761, 874)
"hashtag numhashtag mention nummention punctuation_marks community parties_knowledge politics_knowledge target"	1	0.312252872626	(1761, 878)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	1	0.475644540896	(1761, 19)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	1	0.179902188165	(1761, 21)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	1	0.477458407616	(1761, 25)
"phase community parties_knowledge politics_knowledge target"	1	0.302193546331	(1761, 19)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	1	0.527916822764	(1761, 25623)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	1	0.536219116726	(1761, 25627)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	1	0.527916822764	(1761, 25629)
"BoW hashtag numhashtag mention nummention punctuation_marks phase community"	1	0.536219116726	(1761, 25621)
"BoW hashtag numhashtag mention nummention punctuation_marks phase parties_knowledge politics_knowledge target"	1	0.527916822764	(1761, 25623)
"BoW hashtag numhashtag mention nummention punctuation_marks community parties_knowledge politics_knowledge target"	1	0.536219116726	(1761, 25627)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	1	0.53555768901	(1761, 24768)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	1	0.526621895433	(1761, 24770)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	1	0.535930341301	(1761, 24774)
"BoW phase community parties_knowledge politics_knowledge target"	1	0.535930341301	(1761, 24768)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	1	0.311675270192	(1761, 881)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	1	0.288538043338	(1761, 883)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	1	0.312252872626	(1761, 887)
"hashtag numhashtag mention nummention punctuation_marks phase community parties_knowledge politics_knowledge target"	1	0.312252872626	(1761, 881)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community parties_knowledge politics_knowledge target"	1	0.477458407616	(1761, 28)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	1	0.536219116726	(1761, 25630)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	1	0.527916822764	(1761, 25632)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	1	0.536219116726	(1761, 25636)
"BoW hashtag numhashtag mention nummention punctuation_marks phase community parties_knowledge politics_knowledge target"	1	0.536219116726	(1761, 25630)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community parties_knowledge politics_knowledge target"	1	0.535930341301	(1761, 24777)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community parties_knowledge politics_knowledge target"	1	0.312252872626	(1761, 890)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community parties_knowledge politics_knowledge target"	1	0.536219116726	(1761, 25639)
"BoW"	2	0.468866774061	(1761, 26726)
"hashtag numhashtag mention nummention punctuation_marks"	2	0.256398577084	(1761, 876)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	2	0.372479420417	(1761, 9)
"phase"	2	0.360683199618	(1761, 3)
"community"	2	0.414162303905	(1761, 7)
"parties_knowledge politics_knowledge target"	2	0.242072582056	(1761, 10)
"BoW hashtag numhashtag mention nummention punctuation_marks"	2	0.465157445164	(1761, 27602)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	2	0.468866774061	(1761, 26735)
"BoW phase"	2	0.468866774061	(1761, 26729)
"BoW community"	2	0.471302810293	(1761, 26733)
"BoW parties_knowledge politics_knowledge target"	2	0.469157043673	(1761, 26736)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	2	0.256930440137	(1761, 885)
"hashtag numhashtag mention nummention punctuation_marks phase"	2	0.256398577084	(1761, 879)
"hashtag numhashtag mention nummention punctuation_marks community"	2	0.266849477663	(1761, 883)
"hashtag numhashtag mention nummention punctuation_marks parties_knowledge politics_knowledge target"	2	0.256468628832	(1761, 886)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	2	0.372479420417	(1761, 12)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	2	0.541958295028	(1761, 16)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	2	0.345607365121	(1761, 19)
"phase community"	2	0.414162303905	(1761, 10)
"phase parties_knowledge politics_knowledge target"	2	0.242072582056	(1761, 13)
"community parties_knowledge politics_knowledge target"	2	0.389797956324	(1761, 17)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	2	0.465157445164	(1761, 27611)
"BoW hashtag numhashtag mention nummention punctuation_marks phase"	2	0.465157445164	(1761, 27605)
"BoW hashtag numhashtag mention nummention punctuation_marks community"	2	0.467539213053	(1761, 27609)
"BoW hashtag numhashtag mention nummention punctuation_marks parties_knowledge politics_knowledge target"	2	0.465450119785	(1761, 27612)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	2	0.468866774061	(1761, 26738)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	2	0.471302810293	(1761, 26742)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	2	0.469157043673	(1761, 26745)
"BoW phase community"	2	0.471302810293	(1761, 26736)
"BoW phase parties_knowledge politics_knowledge target"	2	0.469157043673	(1761, 26739)
"BoW community parties_knowledge politics_knowledge target"	2	0.471593079905	(1761, 26743)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	2	0.256930440137	(1761, 888)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	2	0.267381340716	(1761, 892)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	2	0.257000491884	(1761, 895)
"hashtag numhashtag mention nummention punctuation_marks phase community"	2	0.266849477663	(1761, 886)
"hashtag numhashtag mention nummention punctuation_marks phase parties_knowledge politics_knowledge target"	2	0.256468628832	(1761, 889)
"hashtag numhashtag mention nummention punctuation_marks community parties_knowledge politics_knowledge target"	2	0.26756402638	(1761, 893)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	2	0.541958295028	(1761, 19)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	2	0.345607365121	(1761, 22)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	2	0.530001818271	(1761, 26)
"phase community parties_knowledge politics_knowledge target"	2	0.389797956324	(1761, 20)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	2	0.465157445164	(1761, 27614)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	2	0.467539213053	(1761, 27618)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	2	0.465450119785	(1761, 27621)
"BoW hashtag numhashtag mention nummention punctuation_marks phase community"	2	0.467539213053	(1761, 27612)
"BoW hashtag numhashtag mention nummention punctuation_marks phase parties_knowledge politics_knowledge target"	2	0.465450119785	(1761, 27615)
"BoW hashtag numhashtag mention nummention punctuation_marks community parties_knowledge politics_knowledge target"	2	0.467831887673	(1761, 27619)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	2	0.471302810293	(1761, 26745)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	2	0.469157043673	(1761, 26748)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	2	0.471593079905	(1761, 26752)
"BoW phase community parties_knowledge politics_knowledge target"	2	0.471593079905	(1761, 26746)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	2	0.267381340716	(1761, 895)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	2	0.257000491884	(1761, 898)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	2	0.268089178398	(1761, 902)
"hashtag numhashtag mention nummention punctuation_marks phase community parties_knowledge politics_knowledge target"	2	0.26756402638	(1761, 896)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community parties_knowledge politics_knowledge target"	2	0.530001818271	(1761, 29)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	2	0.467539213053	(1761, 27621)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	2	0.465450119785	(1761, 27624)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	2	0.467831887673	(1761, 27628)
"BoW hashtag numhashtag mention nummention punctuation_marks phase community parties_knowledge politics_knowledge target"	2	0.467831887673	(1761, 27622)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community parties_knowledge politics_knowledge target"	2	0.471593079905	(1761, 26755)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community parties_knowledge politics_knowledge target"	2	0.268089178398	(1761, 905)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community parties_knowledge politics_knowledge target"	2	0.467831887673	(1761, 27631)
"BoW"	3	0.421357283651	(1758, 26000)
"hashtag numhashtag mention nummention punctuation_marks"	3	0.257653645965	(1758, 1025)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	3	0.324014424076	(1758, 9)
"phase"	3	0.335950373621	(1758, 3)
"community"	3	0.344828976889	(1758, 7)
"parties_knowledge politics_knowledge target"	3	0.215160247987	(1758, 10)
"BoW hashtag numhashtag mention nummention punctuation_marks"	3	0.427362887457	(1758, 27025)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	3	0.421357283651	(1758, 26009)
"BoW phase"	3	0.421357283651	(1758, 26003)
"BoW community"	3	0.428195400945	(1758, 26007)
"BoW parties_knowledge politics_knowledge target"	3	0.421357283651	(1758, 26010)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	3	0.263513824982	(1758, 1034)
"hashtag numhashtag mention nummention punctuation_marks phase"	3	0.257653645965	(1758, 1028)
"hashtag numhashtag mention nummention punctuation_marks community"	3	0.278094250993	(1758, 1032)
"hashtag numhashtag mention nummention punctuation_marks parties_knowledge politics_knowledge target"	3	0.257761832045	(1758, 1035)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	3	0.324014424076	(1758, 12)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	3	0.353044435191	(1758, 16)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	3	0.307653961006	(1758, 19)
"phase community"	3	0.344828976889	(1758, 10)
"phase parties_knowledge politics_knowledge target"	3	0.215160247987	(1758, 13)
"community parties_knowledge politics_knowledge target"	3	0.3529525166	(1758, 17)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal"	3	0.427362887457	(1758, 27034)
"BoW hashtag numhashtag mention nummention punctuation_marks phase"	3	0.427362887457	(1758, 27028)
"BoW hashtag numhashtag mention nummention punctuation_marks community"	3	0.433534859834	(1758, 27032)
"BoW hashtag numhashtag mention nummention punctuation_marks parties_knowledge politics_knowledge target"	3	0.427362887457	(1758, 27035)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	3	0.421357283651	(1758, 26012)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	3	0.428195400945	(1758, 26016)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	3	0.421357283651	(1758, 26019)
"BoW phase community"	3	0.428195400945	(1758, 26010)
"BoW phase parties_knowledge politics_knowledge target"	3	0.421357283651	(1758, 26013)
"BoW community parties_knowledge politics_knowledge target"	3	0.428195400945	(1758, 26017)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	3	0.263513824982	(1758, 1037)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	3	0.286772046789	(1758, 1041)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	3	0.263369964159	(1758, 1044)
"hashtag numhashtag mention nummention punctuation_marks phase community"	3	0.278094250993	(1758, 1035)
"hashtag numhashtag mention nummention punctuation_marks phase parties_knowledge politics_knowledge target"	3	0.257761832045	(1758, 1038)
"hashtag numhashtag mention nummention punctuation_marks community parties_knowledge politics_knowledge target"	3	0.2782077141	(1758, 1042)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	3	0.353044435191	(1758, 19)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	3	0.307653961006	(1758, 22)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	3	0.378485905188	(1758, 26)
"phase community parties_knowledge politics_knowledge target"	3	0.3529525166	(1758, 20)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase"	3	0.427362887457	(1758, 27037)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community"	3	0.433534859834	(1758, 27041)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal parties_knowledge politics_knowledge target"	3	0.427362887457	(1758, 27044)
"BoW hashtag numhashtag mention nummention punctuation_marks phase community"	3	0.433534859834	(1758, 27035)
"BoW hashtag numhashtag mention nummention punctuation_marks phase parties_knowledge politics_knowledge target"	3	0.427362887457	(1758, 27038)
"BoW hashtag numhashtag mention nummention punctuation_marks community parties_knowledge politics_knowledge target"	3	0.433534859834	(1758, 27042)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	3	0.428195400945	(1758, 26019)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	3	0.421357283651	(1758, 26022)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	3	0.428195400945	(1758, 26026)
"BoW phase community parties_knowledge politics_knowledge target"	3	0.428195400945	(1758, 26020)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	3	0.286772046789	(1758, 1044)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	3	0.263369964159	(1758, 1047)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	3	0.286633660452	(1758, 1051)
"hashtag numhashtag mention nummention punctuation_marks phase community parties_knowledge politics_knowledge target"	3	0.2782077141	(1758, 1045)
"sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community parties_knowledge politics_knowledge target"	3	0.378485905188	(1758, 29)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community"	3	0.433534859834	(1758, 27044)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase parties_knowledge politics_knowledge target"	3	0.427362887457	(1758, 27047)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal community parties_knowledge politics_knowledge target"	3	0.433534859834	(1758, 27051)
"BoW hashtag numhashtag mention nummention punctuation_marks phase community parties_knowledge politics_knowledge target"	3	0.433534859834	(1758, 27045)
"BoW sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community parties_knowledge politics_knowledge target"	3	0.428195400945	(1758, 26029)
"hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community parties_knowledge politics_knowledge target"	3	0.286633660452	(1758, 1054)
"BoW hashtag numhashtag mention nummention punctuation_marks sentiment_afinn sentiment_liwc sentiment_hl sentiment_dal phase community parties_knowledge politics_knowledge target"	3	0.433534859834	(1758, 27054)
